Player,Tm,Year,G,MP,PER,BPM,VORP
George Hill,CLE,2018,19,557,10.5,-2.0,0.0
Solomon Hill,NOP,2018,9,114,7.2,-2.9,0.0
Jrue Holiday,NOP,2018,9,348,19.7,3.2,0.5
Richaun Holmes,PHI,2018,3,11,-4.1,-11.3,0.0
Rodney Hood,CLE,2018,17,260,8.4,-3.8,-0.1
Al Horford,BOS,2018,19,679,20.1,4.4,1.1
Josh Huestis,OKC,2018,4,19,8.0,-1.2,0.0
Serge Ibaka,TOR,2018,10,260,10.9,-2.2,0.0
Andre Iguodala,GSW,2018,15,401,14.7,2.9,0.5
Ersan Ä°lyasova,PHI,2018,10,233,14.4,0.0,0.1
Joe Ingles,UTA,2018,11,382,12.3,0.9,0.3
Aaron Jackson,HOU,2018,7,17,8.7,-5.7,0.0
LeBron James,CLE,2018,22,922,32.2,12.7,3.4
Brandon Jennings,MIL,2018,1,5,-9.8,-32.2,0.0
Jonas Jerebko,UTA,2018,10,79,9.1,-0.9,0.0
Amir Johnson,PHI,2018,8,94,15.2,0.0,0.0
Dakari Johnson,OKC,2018,2,3,0.0,-6.3,0.0
James Johnson,MIA,2018,5,161,16.3,3.8,0.2
Joe Johnson,HOU,2018,8,54,1.5,-8.2,-0.1
Tyler Johnson,MIA,2018,5,81,14.4,0.7,0.1
Damian Jones,GSW,2018,4,11,-4.7,-21.4,-0.1
Tyus Jones,MIN,2018,4,55,6.1,-3.7,0.0
Cory Joseph,IND,2018,7,143,12.7,2.7,0.2
Furkan Korkmaz,PHI,2018,1,2,56.7,43.7,0.0
Kyle Korver,CLE,2018,22,505,11.4,0.2,0.3
Shane Larkin,BOS,2018,11,154,10.1,-2.6,0.0
Joffrey Lauvergne,SAS,2018,1,6,16.5,1.0,0.0
Ty Lawson,WAS,2018,5,96,12.1,-3.3,0.0
Jake Layman,POR,2018,1,8,50.8,30.4,0.1
T.J. Leaf,IND,2018,1,4,0.0,-4.3,0.0
Meyers Leonard,POR,2018,2,8,48.4,18.7,0.0
DeAndre Liggins,NOP,2018,3,14,-7.7,-14.8,0.0
Damian Lillard,POR,2018,4,162,9.5,-4.7,-0.1
Shaun Livingston,GSW,2018,21,362,12.6,-1.8,0.0
Kevon Looney,GSW,2018,21,387,12.1,-0.7,0.1
Kevin Love,CLE,2018,21,660,15.5,-0.9,0.2
Kyle Lowry,TOR,2018,10,361,19.9,5.8,0.7
Ian Mahinmi,WAS,2018,6,52,30.3,8.8,0.1
Thon Maker,MIL,2018,6,130,11.2,-1.1,0.0
Luc Mbah a Moute,HOU,2018,9,149,2.6,-5.8,-0.1
Patrick McCaw,GSW,2018,6,16,17.9,6.8,0.0
CJ McCollum,POR,2018,4,155,19.6,2.8,0.2
T.J. McConnell,PHI,2018,10,155,17.8,4.4,0.3
JaVale McGee,GSW,2018,13,158,23.6,2.7,0.2
Rodney McGruder,MIA,2018,4,16,-2.9,-13.5,0.0
Khris Middleton,MIL,2018,7,275,22.5,4.9,0.5
C.J. Miles,TOR,2018,10,227,13.1,1.0,0.2
Darius Miller,NOP,2018,9,162,8.6,-1.1,0.0
Patty Mills,SAS,2018,5,165,10.4,-1.5,0.0
Nikola MirotiÄ,NOP,2018,9,320,15.8,3.5,0.4
Donovan Mitchell,UTA,2018,11,411,16.8,2.0,0.4
Greg Monroe,BOS,2018,11,105,15.9,-3.7,0.0
E'Twaun Moore,NOP,2018,9,284,8.7,-3.3,-0.1
Marcus Morris,BOS,2018,19,562,9.3,-4.1,-0.3
Markieff Morris,WAS,2018,6,181,13.5,-0.2,0.1
Shabazz Muhammad,MIL,2018,4,29,23.3,5.6,0.1
Dejounte Murray,SAS,2018,5,96,16.3,3.3,0.1
Abdel Nader,BOS,2018,11,33,5.2,-6.8,0.0
Larry Nance Jr.,CLE,2018,20,307,20.3,3.9,0.5
Shabazz Napier,POR,2018,2,35,4.3,-6.9,0.0
Raul Neto,UTA,2018,8,72,7.4,-3.2,0.0
Lucas Nogueira,TOR,2018,5,24,-9.8,-15.2,-0.1
Jusuf NurkiÄ,POR,2018,4,94,23.0,2.0,0.1
Royce O'Neale,UTA,2018,11,259,9.5,0.2,0.1
Semi Ojeleye,BOS,2018,17,230,2.9,-5.2,-0.2
Emeka Okafor,NOP,2018,1,4,-13.8,-23.2,0.0
Victor Oladipo,IND,2018,7,261,22.0,7.6,0.6
Kelly Olynyk,MIA,2018,5,146,17.4,4.2,0.2
Chinanu Onuaku,HOU,2018,1,3,38.2,21.9,0.0
Cedi Osman,CLE,2018,14,62,5.6,-4.6,0.0
Kelly Oubre Jr.,WAS,2018,6,148,9.8,-2.7,0.0
Zaza Pachulia,GSW,2018,7,26,35.6,9.0,0.1
Jabari Parker,MIL,2018,7,167,15.9,-0.2,0.1
Tony Parker*,SAS,2018,5,67,7.8,-6.5,-0.1
Patrick Patterson,OKC,2018,6,58,4.4,-3.4,0.0
Brandon Paul,SAS,2018,1,3,15.5,9.4,0.0
Chris Paul,HOU,2018,15,517,22.8,6.6,1.1
Jakob Poeltl,TOR,2018,9,140,14.6,-1.7,0.0
Otto Porter Jr.,WAS,2018,5,158,12.9,1.2,0.1
Norman Powell,TOR,2018,6,40,1.3,-10.4,-0.1
Zhou Qi,HOU,2018,3,6,16.3,4.6,0.0
JJ Redick,PHI,2018,10,342,14.9,1.6,0.3
Josh Richardson,MIA,2018,5,130,12.8,1.4,0.1
Glenn Robinson III,IND,2018,2,6,17.0,3.6,0.0
Rajon Rondo,NOP,2018,9,302,15.6,1.1,0.2
Derrick Rose,MIN,2018,5,119,16.6,0.7,0.1
Terry Rozier,BOS,2018,19,696,17.3,4.5,1.1
Ricky Rubio,UTA,2018,6,181,15.9,2.5,0.2
Domantas Sabonis,IND,2018,7,166,18.7,-0.5,0.1
Dario Å ariÄ,PHI,2018,10,329,18.6,3.9,0.5
TomÃ¡Å¡ SatoranskÃ½,WAS,2018,6,60,-0.8,-12.0,-0.2
Mike Scott,WAS,2018,6,126,19.1,3.3,0.2
Pascal Siakam,TOR,2018,10,179,14.0,-0.1,0.1
Ben Simmons,PHI,2018,10,369,16.6,2.1,0.4
Marcus Smart,BOS,2018,15,449,11.7,-0.4,0.2
J.R. Smith,CLE,2018,22,706,6.7,-2.8,-0.2
Jason Smith,WAS,2018,1,2,0.0,-4.7,0.0
Tony Snell,MIL,2018,7,134,3.5,-4.3,-0.1
Lance Stephenson,IND,2018,7,149,13.8,0.3,0.1
David Stockton,UTA,2018,2,6,-0.7,-11.9,0.0
Caleb Swanigan,POR,2018,1,8,2.6,-9.4,0.0
Jayson Tatum,BOS,2018,19,683,16.2,1.5,0.6
Jeff Teague,MIN,2018,5,153,13.2,-1.2,0.0
Jason Terry,MIL,2018,3,44,5.5,-2.0,0.0
Klay Thompson,GSW,2018,21,794,13.9,0.1,0.4
Tristan Thompson,CLE,2018,19,416,15.0,-0.2,0.2
Karl-Anthony Towns,MIN,2018,5,170,16.9,0.8,0.1
P.J. Tucker,HOU,2018,17,569,11.8,2.4,0.6
Evan Turner,POR,2018,3,87,8.3,-4.2,0.0
Myles Turner,IND,2018,7,196,15.3,0.4,0.1
Ekpe Udoh,UTA,2018,6,21,3.1,-4.5,0.0
Jonas ValanÄiÅ«nas,TOR,2018,10,244,25.2,3.3,0.3
Fred VanVleet,TOR,2018,6,114,8.1,-4.1,-0.1
Dwyane Wade*,MIA,2018,5,127,17.4,0.6,0.1
John Wall,WAS,2018,6,234,24.2,6.7,0.5
David West,GSW,2018,18,175,19.2,5.8,0.3
Russell Westbrook,OKC,2018,6,235,20.3,4.1,0.4
Derrick White,SAS,2018,3,18,20.0,8.3,0.0
Hassan Whiteside,MIA,2018,5,77,6.9,-9.8,-0.2
Andrew Wiggins,MIN,2018,5,164,11.7,-1.7,0.0
Justise Winslow,MIA,2018,5,125,12.1,-0.5,0.0
Delon Wright,TOR,2018,10,215,18.0,5.2,0.4
Guerschon Yabusele,BOS,2018,12,48,1.2,-9.0,-0.1
Joe Young,IND,2018,1,3,-5.8,-12.6,0.0
Nick Young,GSW,2018,20,205,3.1,-6.3,-0.2
Thaddeus Young,IND,2018,7,237,17.9,4.0,0.4
Tyler Zeller,MIL,2018,7,66,13.4,0.8,0.0
Ante Å½iÅ¾iÄ,CLE,2018,8,23,14.9,-4.4,0.0
Steven Adams,OKC,2019,5,159,15.6,1.8,0.2
LaMarcus Aldridge,SAS,2019,7,244,21.8,2.3,0.3
Grayson Allen,UTA,2019,2,14,10.4,-5.1,0.0
Jarrett Allen,BRK,2019,5,110,22.5,3.4,0.2
Al-Farouq Aminu,POR,2019,16,399,11.0,-0.9,0.1
Giannis Antetokounmpo,MIL,2019,15,514,26.5,8.3,1.4
D.J. Augustin,ORL,2019,5,141,16.6,3.5,0.2
Will Barton,DEN,2019,14,328,10.2,-3.1,-0.1
Aron Baynes,BOS,2019,9,115,6.4,-2.3,0.0
Malik Beasley,DEN,2019,14,281,12.0,-1.9,0.0
Marco Belinelli,SAS,2019,7,131,8.7,-2.8,0.0
Jordan Bell,GSW,2019,15,106,18.8,3.4,0.1
DÄvis BertÄns,SAS,2019,5,79,4.5,-4.8,-0.1
Patrick Beverley,LAC,2019,6,195,13.7,2.3,0.2
Khem Birch,ORL,2019,5,92,14.7,0.4,0.1
Eric Bledsoe,MIL,2019,15,423,14.2,-0.2,0.2
Bojan BogdanoviÄ,IND,2019,4,148,15.2,1.9,0.1
Andrew Bogut,GSW,2019,19,179,17.4,1.8,0.2
Jonah Bolden,PHI,2019,10,79,-1.0,-9.0,-0.1
Chris Boucher,TOR,2019,2,4,31.5,7.0,0.0
Malcolm Brogdon,MIL,2019,7,198,14.3,2.4,0.2
Bruce Brown,DET,2019,4,57,4.6,-6.4,-0.1
Jaylen Brown,BOS,2019,9,274,13.0,0.7,0.2
Sterling Brown,MIL,2019,11,162,10.6,0.2,0.1
Deonte Burton,OKC,2019,3,4,-7.3,-19.9,0.0
Jimmy Butler,PHI,2019,12,421,21.3,6.2,0.9
JosÃ© CalderÃ³n,DET,2019,3,10,21.4,10.8,0.0
Clint Capela,HOU,2019,11,331,15.8,-0.6,0.1
DeMarre Carroll,BRK,2019,5,119,5.4,-5.4,-0.1
Michael Carter-Williams,ORL,2019,5,92,9.2,-2.1,0.0
Wilson Chandler,LAC,2019,4,52,2.6,-8.4,-0.1
Gary Clark,HOU,2019,2,4,3.1,-0.6,0.0
Zach Collins,POR,2019,16,275,14.4,0.7,0.2
Darren Collison,IND,2019,4,117,9.9,-4.1,-0.1
Pat Connaughton,MIL,2019,15,324,13.5,3.0,0.4
Quinn Cook,GSW,2019,17,193,8.0,-5.0,-0.1
DeMarcus Cousins,GSW,2019,8,133,11.0,-3.5,-0.1
Torrey Craig,DEN,2019,14,330,12.2,0.0,0.2
Jae Crowder,UTA,2019,5,130,14.0,3.1,0.2
Dante Cunningham,SAS,2019,5,13,29.5,12.1,0.0
Seth Curry,POR,2019,16,326,8.3,-1.4,0.1
Stephen Curry,GSW,2019,22,846,22.6,5.2,1.5
Ed Davis,BRK,2019,3,41,19.7,3.8,0.1
DeMar DeRozan,SAS,2019,7,251,23.2,3.8,0.4
Spencer Dinwiddie,BRK,2019,5,131,12.3,-3.2,0.0
Andre Drummond,DET,2019,4,127,15.6,-2.9,0.0
Jared Dudley,BRK,2019,4,82,4.7,-2.0,0.0
Kevin Durant,GSW,2019,12,442,26.8,7.6,1.1
Wayne Ellington,DET,2019,4,131,5.7,-5.7,-0.1
Joel Embiid,PHI,2019,11,334,21.8,5.1,0.6
James Ennis III,PHI,2019,11,232,11.3,-0.2,0.1
Jacob Evans,GSW,2019,7,18,0.3,-9.7,0.0
Tyreke Evans,IND,2019,4,84,17.7,3.5,0.1
Kenneth Faried,HOU,2019,6,56,23.0,6.3,0.1
Derrick Favors,UTA,2019,5,103,27.9,7.9,0.3
Raymond Felton,OKC,2019,5,57,4.2,-3.8,0.0
Terrance Ferguson,OKC,2019,5,128,2.6,-4.8,-0.1
Bryn Forbes,SAS,2019,7,212,11.5,-0.8,0.1
Evan Fournier,ORL,2019,5,175,5.0,-4.8,-0.1
Melvin Frazier,ORL,2019,3,15,13.5,1.5,0.0
Tim Frazier,MIL,2019,11,40,22.9,6.6,0.1
Enes Freedom,POR,2019,16,461,16.9,-0.3,0.2
Danilo Gallinari,LAC,2019,6,201,13.6,-2.4,0.0
Langston Galloway,DET,2019,4,110,6.8,-3.5,0.0
Marc Gasol,TOR,2019,24,735,13.5,3.4,1.0
Rudy Gay,SAS,2019,7,179,15.5,0.3,0.1
Paul George,OKC,2019,5,204,18.4,3.2,0.3
Shai Gilgeous-Alexander,LAC,2019,6,173,16.6,2.9,0.2
Rudy Gobert,UTA,2019,5,152,20.6,3.0,0.2
Aaron Gordon,ORL,2019,5,164,15.3,3.5,0.2
Eric Gordon,HOU,2019,11,410,12.7,0.5,0.3
Treveon Graham,BRK,2019,5,79,0.7,-7.7,-0.1
Jerami Grant,OKC,2019,5,176,13.1,2.5,0.2
Jerian Grant,ORL,2019,3,14,-3.2,-14.7,0.0
Danny Green,TOR,2019,24,684,7.7,-0.7,0.2
Draymond Green,GSW,2019,22,851,16.6,3.6,1.2
Gerald Green,HOU,2019,11,97,7.2,-3.3,0.0
JaMychal Green,LAC,2019,6,141,13.0,-0.6,0.0
Blake Griffin,DET,2019,2,58,25.3,10.0,0.2
James Harden,HOU,2019,11,424,25.2,8.1,1.1
Maurice Harkless,POR,2019,16,388,14.4,1.6,0.3
Montrezl Harrell,LAC,2019,6,158,26.7,5.7,0.3
Gary Harris,DEN,2019,14,517,13.5,-0.3,0.2
Joe Harris,BRK,2019,5,149,5.1,-7.3,-0.2
Tobias Harris,PHI,2019,12,443,14.5,2.5,0.5
Isaiah Hartenstein,HOU,2019,2,2,98.5,25.8,0.0
Gordon Hayward,BOS,2019,9,267,9.9,-0.8,0.1
Juancho HernangÃ³mez,DEN,2019,5,15,-0.2,-9.5,0.0
NenÃª,HOU,2019,7,53,31.1,11.0,0.2
George Hill,MIL,2019,15,395,18.2,5.2,0.7
Aaron Holiday,IND,2019,3,13,-1.3,-10.6,0.0
Rondae Hollis-Jefferson,BRK,2019,4,62,29.2,6.8,0.1
Rodney Hood,POR,2019,16,373,14.0,0.8,0.2
Al Horford,BOS,2019,9,310,14.2,2.8,0.4
Danuel House Jr.,HOU,2019,7,141,4.0,-5.4,-0.1
Serge Ibaka,TOR,2019,24,500,15.1,-0.4,0.2
Andre Iguodala,GSW,2019,21,629,15.3,3.7,0.9
Ersan Ä°lyasova,MIL,2019,15,272,15.2,2.8,0.3
Joe Ingles,UTA,2019,5,151,9.6,0.5,0.1
Kyrie Irving,BOS,2019,9,330,15.5,2.5,0.4
Jonathan Isaac,ORL,2019,5,137,6.2,-4.1,-0.1
Wes Iwundu,ORL,2019,5,60,12.9,2.6,0.1
Reggie Jackson,DET,2019,4,108,21.4,6.4,0.2
Jonas Jerebko,GSW,2019,16,121,10.6,-3.1,0.0
Amir Johnson,PHI,2019,4,20,24.3,8.5,0.1
Nikola JokiÄ,DEN,2019,14,557,29.6,11.6,1.9
Damian Jones,GSW,2019,4,8,2.7,-12.7,0.0
Cory Joseph,IND,2019,4,85,12.9,2.1,0.1
Luke Kennard,DET,2019,4,133,14.0,0.6,0.1
Furkan Korkmaz,PHI,2019,4,36,12.2,-1.4,0.0
Kyle Korver,UTA,2019,4,30,4.4,-6.1,0.0
Rodions Kurucs,BRK,2019,4,68,12.5,-2.2,0.0
Skal LabissiÃ¨re,POR,2019,3,11,-7.1,-15.8,0.0
Jake Layman,POR,2019,6,20,-1.1,-11.9,-0.1
T.J. Leaf,IND,2019,1,10,3.2,-6.7,0.0
Kawhi Leonard,TOR,2019,24,939,27.9,10.1,2.9
Meyers Leonard,POR,2019,11,170,17.4,2.5,0.2
Jon Leuer,DET,2019,1,5,0.5,-11.3,0.0
Caris LeVert,BRK,2019,5,144,23.1,5.7,0.3
Damian Lillard,POR,2019,16,650,20.5,4.6,1.1
Jeremy Lin,TOR,2019,8,27,0.9,-9.2,0.0
Shaun Livingston,GSW,2019,22,322,10.1,-2.2,0.0
Kevon Looney,GSW,2019,21,432,16.6,0.7,0.3
Brook Lopez,MIL,2019,15,438,13.9,2.4,0.5
Kyle Lowry,TOR,2019,24,901,15.4,2.3,1.0
Trey Lyles,DEN,2019,3,8,-4.4,-10.7,0.0
Thon Maker,DET,2019,4,69,3.5,-9.4,-0.1
Boban MarjanoviÄ,PHI,2019,11,105,21.8,0.8,0.1
Jarell Martin,ORL,2019,3,18,16.7,6.3,0.0
Wesley Matthews,IND,2019,4,119,3.5,-4.7,-0.1
Patrick McCaw,TOR,2019,11,48,5.7,-1.1,0.0
CJ McCollum,POR,2019,16,635,17.8,2.6,0.7
T.J. McConnell,PHI,2019,9,75,11.3,-3.0,0.0
Doug McDermott,IND,2019,3,29,6.0,-3.4,0.0
Alfonzo McKinnie,GSW,2019,22,235,7.5,-4.9,-0.2
Jodie Meeks,TOR,2019,14,66,3.1,-7.6,-0.1
Khris Middleton,MIL,2019,15,515,14.7,1.3,0.5
Malcolm Miller,TOR,2019,10,28,4.0,-5.8,0.0
Patty Mills,SAS,2019,7,152,10.3,-1.7,0.0
Paul Millsap,DEN,2019,14,469,15.0,-1.5,0.0
Nikola MirotiÄ,MIL,2019,14,298,11.9,-0.9,0.1
Donovan Mitchell,UTA,2019,5,193,6.7,-4.6,-0.1
Greg Monroe,PHI,2019,10,90,17.0,-0.4,0.0
Eric Moreland,TOR,2019,8,28,10.3,1.4,0.0
Marcus Morris,BOS,2019,9,254,18.2,5.0,0.5
Markieff Morris,OKC,2019,5,59,11.4,-0.4,0.0
Monte Morris,DEN,2019,14,224,9.8,-4.7,-0.1
Donatas MotiejÅ«nas,SAS,2019,5,19,33.0,8.6,0.0
Jamal Murray,DEN,2019,14,508,19.4,2.8,0.6
DÅ¾anan Musa,BRK,2019,2,15,0.4,-10.7,0.0
Abdel Nader,OKC,2019,3,5,16.1,6.5,0.0
Shabazz Napier,BRK,2019,3,28,47.6,22.9,0.2
Raul Neto,UTA,2019,3,20,-4.6,-13.4,-0.1
Georges Niang,UTA,2019,5,55,11.2,1.2,0.0
Nerlens Noel,OKC,2019,5,60,16.8,-2.7,0.0
Royce O'Neale,UTA,2019,5,137,8.7,-1.1,0.0
Kyle O'Quinn,IND,2019,1,2,-27.8,-39.6,0.0
Semi Ojeleye,BOS,2019,6,34,9.9,-1.0,0.0
Zaza Pachulia,DET,2019,2,22,2.4,-11.0,0.0
Chris Paul,HOU,2019,11,397,17.6,2.5,0.4
Theo Pinson,BRK,2019,3,22,16.5,5.4,0.0
Mason Plumlee,DEN,2019,14,218,16.4,0.5,0.1
Jakob Poeltl,SAS,2019,7,177,18.3,0.9,0.1
Quincy Pondexter,SAS,2019,5,12,1.3,-5.0,0.0
Norman Powell,TOR,2019,23,366,12.2,0.4,0.2
JJ Redick,PHI,2019,12,376,8.9,-2.1,0.0
Austin Rivers,HOU,2019,10,215,8.4,-2.0,0.0
Glenn Robinson III,DET,2019,3,36,7.5,-5.1,0.0
Jerome Robinson,LAC,2019,5,46,15.7,4.2,0.1
Terrence Ross,ORL,2019,5,146,11.2,0.9,0.1
Terry Rozier,BOS,2019,9,162,8.7,-1.5,0.0
Ricky Rubio,UTA,2019,5,168,17.3,4.8,0.3
D'Angelo Russell,BRK,2019,5,148,11.5,-3.1,0.0
Domantas Sabonis,IND,2019,4,96,15.6,3.2,0.1
Dennis SchrÃ¶der,OKC,2019,5,151,13.7,0.4,0.1
Mike Scott,PHI,2019,10,193,7.3,-2.5,0.0
Thabo Sefolosha,UTA,2019,4,42,-4.7,-11.1,-0.1
Landry Shamet,LAC,2019,6,174,6.4,-4.1,-0.1
Iman Shumpert,HOU,2019,8,109,5.0,-3.2,0.0
Pascal Siakam,TOR,2019,24,891,17.1,2.6,1.0
Ben Simmons,PHI,2019,12,421,18.0,3.7,0.6
Jonathon Simmons,PHI,2019,7,52,2.5,-12.3,-0.1
Anfernee Simons,POR,2019,5,12,-9.2,-18.5,-0.1
Marcus Smart,BOS,2019,2,32,3.2,-4.6,0.0
Ish Smith,DET,2019,4,81,3.6,-7.8,-0.1
Zhaire Smith,PHI,2019,2,5,10.6,4.1,0.0
Tony Snell,MIL,2019,9,28,4.6,-3.6,0.0
Edmond Sumner,IND,2019,1,2,12.6,2.1,0.0
Jayson Tatum,BOS,2019,9,295,13.5,1.0,0.2
Garrett Temple,LAC,2019,6,63,5.3,-5.0,0.0
Daniel Theis,BOS,2019,7,42,8.0,-4.2,0.0
Khyri Thomas,DET,2019,3,15,30.4,11.5,0.1
Klay Thompson,GSW,2019,21,818,14.5,0.2,0.5
Sindarius Thornwell,LAC,2019,4,12,9.1,-2.3,0.0
P.J. Tucker,HOU,2019,11,426,14.3,4.5,0.7
Evan Turner,POR,2019,16,245,9.0,-2.6,0.0
Myles Turner,IND,2019,4,126,9.8,-2.2,0.0
Ekpe Udoh,UTA,2019,2,6,-6.9,-13.7,0.0
Jarred Vanderbilt,DEN,2019,3,5,11.3,3.5,0.0
Fred VanVleet,TOR,2019,24,592,10.4,0.1,0.3
Nikola VuÄeviÄ,ORL,2019,5,147,10.1,-1.5,0.0
Lonnie Walker IV,SAS,2019,6,21,8.6,-5.1,0.0
Tyrone Wallace,LAC,2019,2,11,4.3,-6.4,0.0
Brad Wanamaker,BOS,2019,4,17,20.1,4.2,0.0
Russell Westbrook,OKC,2019,5,197,16.0,1.9,0.2
Derrick White,SAS,2019,7,191,18.9,2.1,0.2
Lou Williams,LAC,2019,6,176,21.1,1.3,0.1
Robert Williams,BOS,2019,3,13,17.3,2.6,0.0
D.J. Wilson,MIL,2019,8,43,6.6,-7.1,-0.1
Guerschon Yabusele,BOS,2019,4,14,15.7,1.9,0.0
Thaddeus Young,IND,2019,4,130,16.5,4.3,0.2
Ivica Zubac,LAC,2019,4,39,23.0,-0.2,0.0
Jaylen Adams,POR,2020,3,21,7.7,-6.1,0.0
Steven Adams,OKC,2020,7,210,16.3,-0.1,0.1
Bam Adebayo,MIA,2020,19,687,20.8,4.1,1.0
Jarrett Allen,BRK,2020,4,132,17.1,-0.1,0.1
Justin Anderson,BRK,2020,3,28,20.6,7.0,0.1
Giannis Antetokounmpo,MIL,2020,9,277,31.3,11.2,0.9
Carmelo Anthony*,POR,2020,5,176,8.4,-2.9,0.0
OG Anunoby,TOR,2020,11,393,11.5,0.9,0.3
D.J. Augustin,ORL,2020,5,128,15.0,0.0,0.1
J.J. Barea,DAL,2020,1,5,4.4,-13.8,0.0
Keita Bates-Diop,DEN,2020,5,24,5.7,-6.8,0.0
Darius Bazley,OKC,2020,7,126,14.3,5.7,0.2
Patrick Beverley,LAC,2020,8,166,13.7,2.5,0.2
Khem Birch,ORL,2020,5,89,11.6,-1.4,0.0
Eric Bledsoe,MIL,2020,9,267,12.6,-0.2,0.1
Bol Bol,DEN,2020,4,21,42.6,17.6,0.1
Chris Boucher,TOR,2020,7,43,4.3,-7.2,-0.1
Tony Bradley,UTA,2020,6,48,12.8,-7.0,-0.1
Jarrell Brantley,UTA,2020,2,13,-5.3,-21.7,-0.1
Malcolm Brogdon,IND,2020,4,160,18.9,2.6,0.2
Jaylen Brown,BOS,2020,17,672,17.1,3.3,0.9
Sterling Brown,MIL,2020,1,4,-7.9,-16.3,0.0
Trey Burke,DAL,2020,6,156,15.6,0.2,0.1
Alec Burks,PHI,2020,4,95,9.4,-3.5,0.0
Deonte Burton,OKC,2020,1,2,0.0,-4.9,0.0
Jimmy Butler,MIA,2020,21,806,23.8,5.9,1.6
Bruno Caboclo,HOU,2020,2,7,13.4,-0.1,0.0
Kentavious Caldwell-Pope,LAL,2020,21,608,10.5,-0.8,0.2
DeMarre Carroll,HOU,2020,2,6,14.9,0.9,0.0
Alex Caruso,LAL,2020,21,510,9.9,-0.5,0.2
Tyson Chandler,HOU,2020,1,0,,0.0,0.0
Chris Chiozza,BRK,2020,4,65,13.0,1.3,0.1
Gary Clark,ORL,2020,5,144,9.6,0.9,0.1
Jordan Clarkson,UTA,2020,7,200,18.0,0.0,0.1
Chris Clemons,HOU,2020,2,8,22.8,11.6,0.0
Antonius Cleveland,DAL,2020,2,9,13.0,-6.5,0.0
Amir Coffey,LAC,2020,3,7,21.4,10.5,0.0
Mike Conley,UTA,2020,5,165,26.3,9.2,0.5
Pat Connaughton,MIL,2020,10,171,8.8,-0.3,0.1
Quinn Cook,LAL,2020,6,24,18.6,3.1,0.0
Tyler Cook,DEN,2020,1,4,5.8,-5.2,0.0
Robert Covington,HOU,2020,12,379,15.8,5.0,0.7
Torrey Craig,DEN,2020,19,375,7.4,-3.2,-0.1
Jae Crowder,MIA,2020,21,660,12.2,0.9,0.5
Seth Curry,DAL,2020,6,173,14.1,-0.1,0.1
Troy Daniels,DEN,2020,6,30,17.7,2.0,0.0
Anthony Davis,LAL,2020,21,769,29.6,8.7,2.1
Terence Davis,TOR,2020,6,84,14.0,-1.2,0.0
Hamidou Diallo,OKC,2020,3,25,13.8,0.3,0.0
Donte DiVincenzo,MIL,2020,10,165,12.4,-0.1,0.1
Luka DonÄiÄ,DAL,2020,6,215,26.9,7.9,0.5
Luguentz Dort,OKC,2020,6,175,4.4,-5.0,-0.1
PJ Dozier,DEN,2020,12,125,7.3,-5.3,-0.1
Goran DragiÄ,MIA,2020,17,553,15.9,0.3,0.3
Jared Dudley,LAL,2020,9,31,-1.1,-5.5,0.0
Carsen Edwards,BOS,2020,1,3,3.8,0.1,0.0
Joel Embiid,PHI,2020,4,145,26.6,6.2,0.3
James Ennis III,ORL,2020,5,119,6.9,-3.5,0.0
Tacko Fall,BOS,2020,2,3,39.8,12.7,0.0
Terrance Ferguson,OKC,2020,4,42,-1.4,-7.0,-0.1
Dorian Finney-Smith,DAL,2020,6,191,12.4,1.2,0.2
Evan Fournier,ORL,2020,5,171,8.9,-2.1,0.0
Michael Frazier,HOU,2020,4,12,7.7,-0.2,0.0
Enes Freedom,BOS,2020,11,102,18.9,-1.2,0.0
Markelle Fultz,ORL,2020,5,147,8.2,-3.9,-0.1
Wenyen Gabriel,POR,2020,4,53,13.8,0.4,0.0
Danilo Gallinari,OKC,2020,7,212,12.7,-0.6,0.1
Marc Gasol,TOR,2020,11,228,7.8,-1.9,0.0
Paul George,LAC,2020,13,479,14.7,0.4,0.3
Shai Gilgeous-Alexander,OKC,2020,7,279,13.1,1.8,0.3
Rudy Gobert,UTA,2020,7,270,20.4,0.1,0.1
Eric Gordon,HOU,2020,12,410,12.8,-1.0,0.1
Jerami Grant,DEN,2020,19,653,9.0,-2.8,-0.1
Danny Green,LAL,2020,21,525,9.6,-0.7,0.2
JaMychal Green,LAC,2020,13,222,13.7,1.5,0.2
Javonte Green,BOS,2020,1,6,14.1,2.7,0.0
Jeff Green,HOU,2020,12,341,13.1,0.1,0.2
Donta Hall,BRK,2020,3,20,14.2,-5.6,0.0
Tim Hardaway Jr.,DAL,2020,6,204,12.5,-1.8,0.0
James Harden,HOU,2020,12,448,27.5,9.4,1.3
Montrezl Harrell,LAC,2020,13,243,17.4,-0.5,0.1
Gary Harris,DEN,2020,14,379,6.8,-2.3,0.0
Joe Harris,BRK,2020,2,72,12.7,0.4,0.0
Tobias Harris,PHI,2020,4,149,14.7,0.5,0.1
Gordon Hayward,BOS,2020,5,157,11.0,-0.1,0.1
Tyler Herro,MIA,2020,21,706,12.9,-0.2,0.3
Mario Hezonja,POR,2020,5,68,10.4,-0.3,0.0
George Hill,MIL,2020,10,268,11.3,-1.6,0.0
Solomon Hill,MIA,2020,7,42,12.4,2.5,0.0
Jaylen Hoard,POR,2020,3,41,11.4,-4.2,0.0
Aaron Holiday,IND,2020,4,72,16.0,1.6,0.1
