Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
123,C.J. Miles,SF,22,UTA,10,10,33.7,4.7,10.6,.443,1.5,4.6,.326,3.2,6.0,.533,.514,3.5,3.9,.897,0.5,2.0,2.5,2.8,0.6,0.6,1.9,4.8,14.4,2010
124,Andre Miller,PG,33,POR,6,6,35.0,5.0,12.3,.405,0.5,1.2,.429,4.5,11.2,.403,.426,5.2,6.7,.775,0.8,2.3,3.2,6.0,1.2,0.2,3.2,2.0,15.7,2010
125,Brad Miller,C,33,CHI,5,0,18.6,2.0,5.4,.370,0.0,0.8,.000,2.0,4.6,.435,.370,1.4,1.4,1.000,0.6,3.0,3.6,0.8,0.0,0.2,1.4,3.2,5.4,2010
126,Patty Mills,PG,21,POR,3,0,4.0,0.7,1.3,.500,0.3,0.3,1.000,0.3,1.0,.333,.625,0.3,0.3,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,2.0,2010
127,Paul Millsap,PF,24,UTA,10,0,32.3,7.0,12.2,.574,0.0,0.2,.000,7.0,12.0,.583,.574,4.0,5.8,.690,3.4,5.4,8.8,2.2,1.1,1.4,1.3,3.6,18.0,2010
128,Nazr Mohammed,C,32,CHA,4,0,12.0,2.8,4.8,.579,0.0,0.0,,2.8,4.8,.579,.579,0.5,0.8,.667,1.3,0.8,2.0,0.5,0.3,0.5,0.3,3.3,6.0,2010
129,Jamario Moon,SF,29,CLE,11,0,10.3,1.3,2.2,.583,0.7,1.5,.500,0.5,0.7,.750,.750,0.2,0.3,.667,0.2,1.3,1.5,0.5,0.4,0.5,0.0,0.7,3.5,2010
130,Randolph Morris,PF,24,ATL,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.3,1.000,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,2010
131,Adam Morrison,SF,25,LAL,2,0,6.5,2.0,4.5,.444,0.0,1.0,.000,2.0,3.5,.571,.444,0.0,0.0,,1.0,1.5,2.5,0.5,0.0,0.0,0.0,1.0,4.0,2010
132,Byron Mullens,PF,20,OKC,1,0,4.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,1.0,2.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010
133,Ronald Murray,SG,30,CHI,5,0,19.4,3.0,7.4,.405,0.8,2.4,.333,2.2,5.0,.440,.459,1.6,1.6,1.000,0.8,1.8,2.6,2.0,0.4,0.0,0.2,0.6,8.4,2010
134,Eduardo NÃ¡jera,PF,33,DAL,5,0,7.2,0.4,1.6,.250,0.0,1.0,.000,0.4,0.6,.667,.250,0.0,0.0,,1.0,0.8,1.8,0.0,0.4,0.0,0.2,1.6,0.8,2010
135,Steve Nash*,PG,35,PHO,16,16,33.7,6.2,11.9,.518,1.2,3.1,.380,5.0,8.8,.567,.568,4.2,4.7,.893,0.4,2.9,3.3,10.1,0.3,0.1,3.8,1.3,17.8,2010
136,Jameer Nelson,PG,27,ORL,14,14,34.2,6.5,13.6,.479,2.4,6.0,.393,4.1,7.6,.547,.566,3.6,4.4,.823,0.6,2.9,3.6,4.8,1.0,0.0,2.5,2.7,19.0,2010
137,Joakim Noah,C,24,CHI,5,5,37.6,5.6,10.6,.528,0.0,0.0,,5.6,10.6,.528,.528,3.6,3.8,.947,4.0,9.0,13.0,2.6,1.8,1.4,3.0,4.0,14.8,2010
138,Dirk Nowitzki*,PF,31,DAL,6,6,38.8,9.7,17.7,.547,0.7,1.2,.571,9.0,16.5,.545,.566,6.7,7.0,.952,1.2,7.0,8.2,3.0,0.8,0.7,1.7,2.5,26.7,2010
139,Jermaine O'Neal,C,31,MIA,5,5,23.4,1.8,8.8,.205,0.0,0.0,,1.8,8.8,.205,.205,0.6,1.4,.429,2.0,3.6,5.6,1.0,0.8,2.0,1.4,2.6,4.2,2010
140,Shaquille O'Neal*,C,37,CLE,11,11,22.1,4.4,8.5,.516,0.0,0.0,,4.4,8.5,.516,.516,2.8,4.3,.660,1.9,3.6,5.5,1.4,0.2,1.2,2.2,3.7,11.5,2010
141,Lamar Odom,PF,30,LAL,23,0,29.0,4.0,8.4,.469,0.4,1.8,.244,3.5,6.7,.529,.495,1.3,2.2,.600,2.6,6.0,8.6,2.0,0.7,0.9,1.2,3.7,9.7,2010
142,Mehmet Okur,C,30,UTA,1,1,11.0,2.0,2.0,1.000,1.0,1.0,1.000,1.0,1.0,1.000,1.250,2.0,2.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,2010
143,Kevin Ollie,PG,37,OKC,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
144,Zaza Pachulia,C,25,ATL,11,0,14.6,1.6,3.2,.514,0.0,0.0,,1.6,3.2,.514,.514,1.4,2.2,.625,1.7,1.7,3.5,0.3,0.2,0.6,0.8,3.1,4.6,2010
145,Jannero Pargo,PG,30,CHI,2,0,4.0,0.5,2.5,.200,0.5,1.0,.500,0.0,1.5,.000,.300,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,2010
146,Anthony Parker,SG,34,CLE,11,11,30.1,2.7,5.8,.469,1.8,4.0,.455,0.9,1.8,.500,.625,1.0,1.4,.733,0.1,2.3,2.4,1.3,0.8,0.3,1.0,1.5,8.3,2010
147,Tony Parker*,PG,27,SAS,10,2,33.5,7.3,15.4,.474,0.2,0.3,.667,7.1,15.1,.470,.481,2.5,4.2,.595,0.9,2.9,3.8,5.4,0.6,0.0,2.2,2.0,17.3,2010
148,Kendrick Perkins,C,25,BOS,23,23,25.0,2.1,4.2,.510,0.0,0.0,.000,2.1,4.1,.516,.510,1.4,2.4,.600,1.8,4.4,6.2,1.0,0.4,1.4,1.9,3.4,5.7,2010
149,Johan Petro,C,24,DEN,6,1,7.5,1.0,1.8,.545,0.0,0.0,,1.0,1.8,.545,.545,0.2,0.3,.500,0.3,1.5,1.8,0.2,0.2,0.5,0.5,2.2,2.2,2010
150,Paul Pierce*,SF,32,BOS,24,24,38.8,6.1,14.0,.438,1.7,4.3,.392,4.5,9.8,.457,.497,4.9,5.9,.824,0.8,5.1,6.0,3.4,1.0,0.6,2.7,3.3,18.8,2010
151,MickaÃ«l PiÃ©trus,SF,27,ORL,14,0,20.1,2.5,5.7,.438,2.0,4.4,.459,0.5,1.4,.368,.613,1.4,2.1,.667,0.1,1.3,1.4,0.7,0.6,0.4,0.4,1.9,8.4,2010
152,Leon Powe,SF,26,CLE,3,0,3.0,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,1.0,1.3,.750,0.3,0.3,0.7,0.0,0.0,0.0,0.3,1.0,1.7,2010
153,Josh Powell,PF,27,LAL,13,0,3.1,0.2,0.6,.375,0.0,0.1,.000,0.2,0.5,.429,.375,0.2,0.3,.750,0.2,0.3,0.5,0.1,0.0,0.0,0.1,0.7,0.7,2010
154,Ronnie Price,PG,26,UTA,10,0,9.0,0.7,2.4,.292,0.2,0.7,.286,0.5,1.7,.294,.333,0.4,0.8,.500,0.5,0.5,1.0,1.4,0.4,0.1,0.2,2.0,2.0,2010
155,Theo Ratliff,C,36,CHA,4,4,11.8,0.8,2.0,.375,0.0,0.0,,0.8,2.0,.375,.375,0.3,0.5,.500,0.0,0.8,0.8,0.3,0.5,0.0,0.5,3.8,1.8,2010
156,JJ Redick,SG,25,ORL,14,0,19.2,2.1,5.1,.423,1.1,2.5,.429,1.1,2.6,.417,.528,2.1,2.5,.857,0.3,1.4,1.7,1.4,0.7,0.0,1.4,1.6,7.5,2010
157,Chris Richard,PF,25,CHI,2,0,2.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2010
158,Jason Richardson,SG,29,PHO,16,16,33.3,7.0,13.9,.502,3.0,6.3,.475,4.0,7.6,.525,.610,2.8,3.6,.759,1.1,4.3,5.4,1.1,1.1,0.3,0.6,2.2,19.8,2010
159,Quentin Richardson,SF,29,MIA,5,5,29.8,3.6,9.0,.400,1.8,4.4,.409,1.8,4.6,.391,.500,0.8,1.0,.800,0.2,3.6,3.8,1.6,1.6,0.2,1.0,3.2,9.8,2010
160,Luke Ridnour,PG,28,MIL,7,0,17.3,3.0,6.4,.467,0.7,2.0,.357,2.3,4.4,.516,.522,1.4,1.7,.833,0.6,1.3,1.9,1.9,0.6,0.1,1.4,1.9,8.1,2010
161,Nate Robinson,PG,25,BOS,17,0,7.5,1.4,3.8,.375,0.6,1.9,.333,0.8,1.8,.419,.461,0.7,0.9,.800,0.2,0.6,0.8,1.1,0.4,0.1,0.4,0.9,4.2,2010
162,Rajon Rondo,PG,23,BOS,24,24,40.6,6.3,13.6,.463,0.4,1.0,.375,5.9,12.6,.470,.477,2.8,4.8,.596,1.6,4.0,5.6,9.3,1.9,0.1,3.0,2.4,15.8,2010
163,Derrick Rose,PG,21,CHI,5,5,42.4,11.4,25.0,.456,0.4,1.2,.333,11.0,23.8,.462,.464,3.6,4.4,.818,0.8,2.6,3.4,7.2,0.8,0.0,2.6,1.6,26.8,2010
164,Brandon Roy,SG,25,POR,3,1,27.7,3.3,11.0,.303,0.7,4.0,.167,2.7,7.0,.381,.333,2.3,3.0,.778,0.7,1.7,2.3,1.7,0.0,0.0,1.0,2.3,9.7,2010
165,John Salmons,SG,30,MIL,7,7,40.7,6.3,15.6,.404,0.6,3.3,.174,5.7,12.3,.465,.422,3.9,4.0,.964,1.0,2.7,3.7,4.0,1.4,0.6,1.7,2.7,17.0,2010
166,Brian Scalabrine,PF,31,BOS,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
167,Thabo Sefolosha,SG,25,OKC,6,6,21.2,1.3,4.5,.296,0.5,2.2,.231,0.8,2.3,.357,.352,1.3,1.5,.889,0.5,2.5,3.0,1.2,0.8,1.0,0.3,2.5,4.5,2010
168,J.R. Smith,SG,24,DEN,6,0,26.5,3.5,9.5,.368,1.8,5.2,.355,1.7,4.3,.385,.465,2.3,2.7,.875,0.8,3.0,3.8,1.7,0.7,0.3,1.0,2.8,11.2,2010
169,Joe Smith,PF,34,ATL,5,0,4.8,0.0,0.6,.000,0.0,0.0,,0.0,0.6,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.2,0.0,2010
170,Josh Smith,PF,24,ATL,11,11,35.6,5.6,11.7,.481,0.2,0.5,.333,5.5,11.2,.488,.488,2.6,4.0,.659,3.4,5.6,9.0,2.6,1.2,1.7,1.5,2.7,14.1,2010
171,Jerry Stackhouse,SG,35,MIL,7,0,20.6,2.0,6.1,.326,0.7,2.1,.333,1.3,4.0,.321,.384,2.6,2.9,.900,0.1,1.6,1.7,1.1,0.7,0.1,0.7,0.6,7.3,2010
172,DeShawn Stevenson,SG,28,DAL,2,0,3.0,0.0,1.5,.000,0.0,1.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2010
173,Amar'e Stoudemire,PF,27,PHO,16,16,36.5,7.8,14.9,.519,0.0,0.3,.000,7.8,14.7,.528,.519,6.7,8.9,.754,2.9,3.8,6.6,1.1,0.7,1.5,2.5,3.4,22.2,2010
174,Jeff Teague,PG,21,ATL,9,0,6.6,0.8,2.3,.333,0.2,0.6,.400,0.6,1.8,.313,.381,0.0,0.0,,0.0,0.2,0.2,0.4,0.3,0.1,0.4,0.3,1.8,2010
175,Garrett Temple,SG,23,SAS,6,0,2.5,0.2,0.5,.333,0.2,0.5,.333,0.0,0.0,,.500,0.2,0.2,1.000,0.0,0.3,0.3,0.3,0.2,0.0,0.3,0.2,0.7,2010
176,Jason Terry,SG,32,DAL,6,0,29.0,4.3,11.5,.377,2.0,5.0,.400,2.3,6.5,.359,.464,2.0,2.7,.750,0.3,2.2,2.5,2.0,0.7,0.2,1.0,2.7,12.7,2010
177,Etan Thomas,C,31,OKC,2,0,8.5,2.5,3.0,.833,0.0,0.0,,2.5,3.0,.833,.833,1.0,1.0,1.000,0.5,1.5,2.0,0.0,0.0,0.0,0.5,0.5,6.0,2010
178,Kurt Thomas,C,37,MIL,7,7,28.4,2.4,5.0,.486,0.0,0.0,,2.4,5.0,.486,.486,0.6,0.7,.800,1.7,6.1,7.9,1.6,0.4,0.6,1.1,3.7,5.4,2010
179,Tyrus Thomas,C,23,CHA,4,0,17.0,3.8,6.0,.625,0.0,0.0,,3.8,6.0,.625,.625,1.3,1.5,.833,1.5,4.0,5.5,0.5,0.5,0.5,1.0,2.3,8.8,2010
180,Anderson VarejÃ£o,PF,27,CLE,11,0,23.2,1.8,4.4,.417,0.0,0.1,.000,1.8,4.3,.426,.417,2.1,2.8,.742,2.0,4.5,6.5,0.6,1.0,0.8,1.1,3.5,5.7,2010
181,Sasha VujaÄiÄ,SG,25,LAL,10,0,7.6,1.0,2.3,.435,0.6,1.5,.400,0.4,0.8,.500,.565,0.5,0.6,.833,0.3,0.5,0.8,0.5,0.2,0.0,0.3,0.8,3.1,2010
182,Dwyane Wade*,SG,28,MIA,5,5,42.0,12.4,22.0,.564,3.0,7.4,.405,9.4,14.6,.644,.632,5.4,8.0,.675,1.2,4.4,5.6,6.8,1.6,1.6,5.2,3.2,33.2,2010
183,Gerald Wallace,SF,27,CHA,4,4,41.0,5.3,11.0,.477,1.3,2.8,.455,4.0,8.3,.485,.534,5.8,8.8,.657,0.5,8.5,9.0,2.3,1.3,1.5,0.8,2.3,17.5,2010
184,Rasheed Wallace,C,35,BOS,24,1,17.1,2.2,5.2,.416,0.8,2.3,.345,1.4,2.9,.471,.492,1.0,1.2,.828,0.2,2.8,3.0,0.4,0.4,0.6,0.4,3.4,6.1,2010
185,Luke Walton,SF,29,LAL,16,0,6.0,0.4,1.4,.304,0.1,0.6,.222,0.3,0.9,.357,.348,0.1,0.3,.500,0.0,0.5,0.5,0.9,0.1,0.1,0.3,0.8,1.1,2010
186,Hakim Warrick,PF,27,CHI,3,0,10.3,0.7,3.7,.182,0.0,0.3,.000,0.7,3.3,.200,.182,1.7,2.0,.833,1.0,0.7,1.7,0.0,0.0,0.0,0.7,1.0,3.0,2010
187,Kyle Weaver,SG,23,OKC,1,0,12.0,1.0,4.0,.250,0.0,1.0,.000,1.0,3.0,.333,.250,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2010
188,Martell Webster,SF,23,POR,6,0,25.3,3.7,8.7,.423,0.8,2.8,.294,2.8,5.8,.486,.471,1.7,3.0,.556,1.2,3.2,4.3,0.7,0.8,0.5,0.5,2.2,9.8,2010
189,Delonte West,SG,26,CLE,11,0,24.5,2.5,6.1,.418,0.3,1.7,.158,2.3,4.4,.521,.440,1.4,1.5,.938,0.5,1.4,1.9,2.6,0.8,0.3,1.7,1.5,6.7,2010
190,Mario West,SG,25,ATL,7,0,2.9,0.4,0.6,.750,0.0,0.1,.000,0.4,0.4,1.000,.750,0.0,0.0,,0.1,0.1,0.3,0.1,0.1,0.0,0.0,1.0,0.9,2010
191,Russell Westbrook,PG,21,OKC,6,6,35.3,7.2,15.2,.473,0.8,2.0,.417,6.3,13.2,.481,.500,5.3,6.3,.842,1.7,4.3,6.0,6.0,1.7,0.2,2.3,2.2,20.5,2010
192,Deron Williams,PG,25,UTA,10,10,39.8,6.7,14.9,.450,2.0,5.1,.392,4.7,9.8,.480,.517,8.9,11.1,.802,0.4,2.3,2.7,10.2,1.0,0.4,3.0,3.7,24.3,2010
193,Jason Williams,PG,34,ORL,14,0,13.7,0.9,2.7,.342,0.4,1.7,.250,0.5,1.0,.500,.421,0.4,0.4,1.000,0.2,0.6,0.8,1.6,0.3,0.0,0.4,0.6,2.6,2010
194,Jawad Williams,PG,26,CLE,3,0,1.3,0.0,0.7,.000,0.0,0.7,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2010
195,Marvin Williams,SF,23,ATL,11,11,31.4,2.8,7.2,.392,0.1,0.2,.500,2.7,7.0,.390,.399,2.6,2.9,.906,2.1,3.6,5.7,0.7,0.5,0.5,0.5,1.8,8.4,2010
196,Mo Williams,PG,27,CLE,11,11,37.4,4.7,11.5,.409,1.5,4.7,.327,3.2,6.8,.467,.476,3.4,4.2,.804,0.3,2.8,3.1,5.4,0.5,0.2,2.1,3.2,14.4,2010
197,Shelden Williams,PF,26,BOS,8,0,7.1,0.5,1.1,.444,0.0,0.0,,0.5,1.1,.444,.444,0.6,0.8,.833,0.3,1.4,1.6,0.0,0.1,0.0,0.8,1.0,1.6,2010
198,Metta World Peace,SF,30,LAL,23,23,36.5,4.4,11.0,.398,1.5,5.1,.291,2.9,6.0,.489,.465,1.0,1.7,.579,1.4,2.5,4.0,2.1,1.5,0.5,1.1,2.9,11.2,2010
199,Dorell Wright,SF,24,MIA,5,0,22.4,1.8,5.0,.360,0.4,1.6,.250,1.4,3.4,.412,.400,1.0,1.0,1.000,0.4,3.4,3.8,1.8,0.4,0.0,1.2,0.6,5.0,2010
1,Arron Afflalo,SG,25,DEN,3,3,28.3,4.0,11.3,.353,1.0,4.0,.250,3.0,7.3,.409,.397,2.3,2.7,.875,0.0,3.0,3.0,2.3,0.0,0.0,1.0,3.3,11.3,2011
2,LaMarcus Aldridge,PF,25,POR,6,6,43.0,8.8,19.2,.461,0.0,0.0,,8.8,19.2,.461,.461,3.2,4.0,.792,2.7,4.8,7.5,1.3,1.3,1.7,1.5,3.2,20.8,2011
3,Malik Allen,PF,32,ORL,1,0,7.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2011
4,Ray Allen*,SG,35,BOS,9,9,40.1,6.3,12.1,.523,3.6,6.2,.571,2.8,5.9,.472,.670,2.7,2.8,.960,0.6,3.2,3.8,2.4,1.2,0.1,1.1,2.3,18.9,2011
5,Tony Allen,SG,29,MEM,13,13,26.9,3.3,7.8,.426,0.1,0.5,.143,3.2,7.2,.447,.431,2.1,3.2,.659,1.2,1.8,2.9,1.5,1.9,0.4,1.8,3.3,8.8,2011
6,Chris Andersen,C,32,DEN,5,0,14.6,1.4,2.2,.636,0.0,0.0,,1.4,2.2,.636,.636,2.0,2.8,.714,1.0,1.8,2.8,0.6,0.6,1.4,0.6,1.6,4.8,2011
7,Ryan Anderson,PF,22,ORL,6,0,24.5,1.3,5.0,.267,1.0,3.3,.300,0.3,1.7,.200,.367,1.0,1.0,1.000,1.7,2.8,4.5,0.5,0.8,0.2,0.2,2.7,4.7,2011
8,Carmelo Anthony*,SF,26,NYK,4,4,39.0,8.3,22.0,.375,2.3,6.5,.346,6.0,15.5,.387,.426,7.3,8.5,.853,3.3,7.0,10.3,4.8,1.3,0.8,3.3,4.0,26.0,2011
9,Joel Anthony,C,28,MIA,21,13,27.4,0.9,2.3,.367,0.0,0.0,,0.9,2.3,.367,.367,1.0,1.5,.710,1.7,3.0,4.6,0.5,0.4,1.8,0.6,2.6,2.8,2011
10,Gilbert Arenas,PG,29,ORL,5,0,16.2,3.6,8.4,.429,0.6,2.4,.250,3.0,6.0,.500,.464,0.8,1.2,.667,0.8,2.0,2.8,2.4,0.2,0.2,1.2,2.8,8.6,2011
11,Trevor Ariza,SF,25,NOH,6,6,40.2,5.8,14.2,.412,1.2,3.5,.333,4.7,10.7,.438,.453,2.7,3.7,.727,1.2,5.3,6.5,3.3,1.3,0.5,1.2,2.7,15.5,2011
12,Hilton Armstrong,C,26,ATL,8,0,4.4,0.1,0.6,.200,0.0,0.0,,0.1,0.6,.200,.200,0.4,0.8,.500,0.5,0.8,1.3,0.1,0.4,0.0,0.3,0.9,0.6,2011
13,Darrell Arthur,PF,22,MEM,13,0,15.5,3.0,6.5,.459,0.1,0.1,1.000,2.9,6.5,.452,.465,1.0,1.3,.765,1.1,1.2,2.2,0.5,0.5,0.9,0.9,2.3,7.1,2011
14,Ãmer AÅÄ±k,C,24,CHI,15,0,9.9,0.4,0.9,.462,0.0,0.0,,0.4,0.9,.462,.462,0.2,0.7,.300,0.7,1.4,2.1,0.1,0.1,0.5,0.5,1.4,1.0,2011
15,J.J. Barea,PG,26,DAL,21,3,18.6,3.4,8.2,.419,0.8,2.4,.320,2.7,5.8,.459,.465,1.3,1.6,.794,0.4,1.5,1.9,3.4,0.3,0.0,1.1,1.3,8.9,2011
16,Matt Barnes,SF,30,LAL,10,0,13.1,1.5,3.8,.395,0.2,1.2,.167,1.3,2.6,.500,.421,0.4,0.7,.571,1.1,1.7,2.8,0.5,0.7,0.2,0.6,2.3,3.6,2011
17,Earl Barron,C,29,POR,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011
18,Brandon Bass,PF,25,ORL,6,6,23.2,2.7,6.3,.421,0.0,0.0,,2.7,6.3,.421,.421,2.0,2.2,.923,2.0,2.2,4.2,0.3,0.5,0.8,1.2,1.2,7.3,2011
19,Tony Battie,C,34,PHI,5,0,7.6,0.6,1.4,.429,0.0,0.0,,0.6,1.4,.429,.429,0.2,0.4,.500,0.4,1.6,2.0,0.0,0.0,0.6,0.2,1.0,1.4,2011
20,Shane Battier,SF,32,MEM,13,0,26.1,2.2,5.1,.439,0.6,2.2,.276,1.6,2.8,.568,.500,0.5,0.7,.667,1.3,2.7,4.0,1.2,0.5,0.5,0.5,2.1,5.5,2011
21,Nicolas Batum,SF,22,POR,6,0,25.2,3.2,7.7,.413,1.2,4.3,.269,2.0,3.3,.600,.489,0.5,0.7,.750,0.2,1.5,1.7,1.3,0.8,0.8,1.2,2.3,8.0,2011
22,Marco Belinelli,SG,24,NOH,6,6,28.8,3.8,10.5,.365,1.3,4.3,.308,2.5,6.2,.405,.429,0.7,0.7,1.000,0.0,0.8,0.8,0.7,0.8,0.0,0.7,2.0,9.7,2011
23,Mike Bibby,PG,32,MIA,20,20,20.8,1.4,4.8,.281,0.9,3.3,.258,0.5,1.5,.333,.370,0.1,0.2,.500,0.3,1.6,1.8,1.2,0.6,0.3,0.9,1.5,3.7,2011
24,Chauncey Billups*,PG,34,NYK,1,1,35.0,3.0,11.0,.273,2.0,6.0,.333,1.0,5.0,.200,.364,2.0,2.0,1.000,0.0,2.0,2.0,4.0,0.0,0.0,3.0,2.0,10.0,2011
25,DeJuan Blair,PF,21,SAS,4,0,12.5,1.8,5.3,.333,0.0,0.0,,1.8,5.3,.333,.333,0.8,1.3,.600,2.3,1.0,3.3,0.5,0.0,0.3,0.5,1.5,4.3,2011
26,Steve Blake,PG,30,LAL,9,0,16.1,0.8,2.6,.304,0.7,2.0,.333,0.1,0.6,.200,.435,0.0,0.0,,0.1,1.4,1.6,2.2,0.6,0.0,0.6,0.9,2.2,2011
27,Keith Bogans,SG,30,CHI,16,16,19.2,1.8,4.3,.406,1.6,3.7,.424,0.2,0.6,.300,.587,0.1,0.3,.250,0.3,1.0,1.3,0.8,0.6,0.2,0.4,1.6,5.1,2011
28,Matt Bonner,PF,30,SAS,6,0,20.5,2.0,4.2,.480,1.0,3.0,.333,1.0,1.2,.857,.600,1.3,1.7,.800,1.2,2.0,3.2,0.3,0.2,0.2,0.2,3.0,6.3,2011
29,Carlos Boozer,C,29,CHI,16,16,31.7,4.8,11.1,.433,0.0,0.1,.000,4.8,11.1,.435,.433,3.0,3.8,.800,2.5,7.2,9.7,1.8,0.6,0.4,1.8,3.1,12.6,2011
30,Chris Bosh*,PF,26,MIA,21,21,39.7,6.6,13.9,.474,0.0,0.2,.000,6.6,13.7,.481,.474,5.4,6.7,.814,2.2,6.2,8.5,1.1,0.7,0.9,1.9,2.3,18.6,2011
31,Elton Brand,PF,31,PHI,5,5,37.0,6.8,12.4,.548,0.0,0.0,,6.8,12.4,.548,.548,2.0,2.6,.769,2.4,6.0,8.4,0.6,0.4,1.2,0.8,4.2,15.6,2011
32,Corey Brewer,SG,24,DAL,6,0,3.8,0.7,1.5,.444,0.2,0.5,.333,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.3,0.3,0.2,0.7,0.0,0.3,0.8,1.5,2011
33,Ronnie Brewer,SG,25,CHI,16,0,16.3,1.5,3.1,.480,0.2,0.4,.429,1.3,2.7,.488,.510,0.8,1.1,.765,0.4,1.7,2.1,0.9,0.8,0.4,0.3,0.9,4.0,2011
34,Shannon Brown,SG,25,LAL,10,0,16.6,2.8,6.1,.459,0.7,2.5,.280,2.1,3.6,.583,.516,0.9,1.4,.643,0.5,1.4,1.9,0.7,0.6,0.2,0.9,1.0,7.2,2011
35,Kobe Bryant*,SG,32,LAL,10,10,35.4,8.3,18.6,.446,1.2,4.1,.293,7.1,14.5,.490,.478,5.0,6.1,.820,0.8,2.6,3.4,3.3,1.6,0.3,3.1,2.3,22.8,2011
36,Rasual Butler,SG,31,CHI,3,0,2.3,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.0,2011
37,Andrew Bynum,C,23,LAL,10,10,32.0,5.7,10.5,.543,0.0,0.0,,5.7,10.5,.543,.543,3.0,3.6,.833,3.6,6.0,9.6,0.8,0.5,1.4,2.0,3.3,14.4,2011
38,Marcus Camby,C,36,POR,6,6,27.8,1.7,3.7,.455,0.2,0.2,1.000,1.5,3.5,.429,.477,0.0,0.3,.000,3.0,6.7,9.7,1.3,0.7,1.5,0.8,3.0,3.5,2011
39,Brian Cardinal,SF,33,DAL,9,0,4.1,0.3,0.4,.750,0.3,0.4,.750,0.0,0.0,,1.125,0.1,0.2,.500,0.0,0.3,0.3,0.2,0.1,0.0,0.3,0.9,1.1,2011
40,Anthony Carter,PG,35,NYK,4,0,12.3,2.0,3.8,.533,0.3,0.8,.333,1.8,3.0,.583,.567,0.5,0.5,1.000,0.5,1.5,2.0,1.5,0.5,0.3,1.0,0.3,4.8,2011
41,Mario Chalmers,PG,24,MIA,21,1,24.3,2.6,5.9,.435,1.5,4.0,.381,1.0,1.9,.550,.565,1.1,1.5,.719,0.2,1.7,1.9,2.1,1.3,0.0,1.3,2.3,7.8,2011
42,Tyson Chandler,C,28,DAL,21,21,32.4,2.7,4.7,.582,0.0,0.0,,2.7,4.7,.582,.582,2.5,3.7,.679,3.8,5.4,9.2,0.4,0.6,0.9,0.7,3.7,8.0,2011
43,Wilson Chandler,SF,23,DEN,5,2,23.0,1.6,5.8,.276,0.2,1.4,.143,1.4,4.4,.318,.293,1.4,1.8,.778,0.4,4.0,4.4,0.4,0.6,0.8,0.8,3.0,4.8,2011
44,Earl Clark,SF,23,ORL,1,0,6.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.0,0.0,,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,2011
45,Jason Collins,C,32,ATL,12,9,13.2,0.8,1.2,.643,0.0,0.0,,0.8,1.2,.643,.643,0.3,0.7,.375,0.5,0.9,1.4,0.1,0.4,0.3,0.4,2.6,1.8,2011
46,Darren Collison,PG,23,IND,5,5,29.2,3.6,9.2,.391,0.8,1.2,.667,2.8,8.0,.350,.435,1.4,2.2,.636,0.8,1.8,2.6,4.0,1.0,0.4,1.8,1.4,9.4,2011
